name,total_price,compatible_drinks,cutlery,temperature,healthLabels,dietLabels,ingredients,taste,kcal,style,course_type,complexity,season,type
Panna Cotta with Fresh Berries,21.0,"[red wine, herbal tea]",[],warm,"[kidney-friendly, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, no oil added]",[low-sodium],"['milk', 'sugar']","[sweet, fatty]",2369.595000000785,modern,dessert,high,"['spring', 'summer', 'autumn', 'winter']",cream
15 minute Ricotta Donuts,14.0,"[red wine, white wine]","[fork, knife]",hot,"[vegetarian, pescatarian, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[],"['egg', 'leavening', 'salt', 'sugar']","[sweet, salty]",2215.9423016,gourmet,dessert,low,"['spring', 'summer', 'autumn', 'winter']",cream
The Best Brownies AKA Chocolate Chewy Wonders,14.0,"[red wine, white wine]","[fork, knife]",hot,"[vegetarian, pescatarian, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]","[high-fiber, low-sodium]","['butter', 'egg', 'flour']","[sweet, fatty]",4178.952499999999,gourmet,dessert,medium,"['spring', 'summer', 'autumn', 'winter']",cream
NO-MACHINE CHOCOLATE ICE CREAM,14.0,"[red wine, herbal tea]",[],warm,"[vegetarian, pescatarian, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, kosher]",[low-sodium],"['cream', 'salt', 'vanilla', 'water']","[sweet, fatty]",2056.518844,modern,dessert,high,"['spring', 'summer', 'autumn', 'winter']",cream
Huevos Rancheros Bake,21.0,"[red wine, white wine]","[fork, knife]",hot,"[vegetarian, pescatarian, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, kosher]",[],"['cream', 'egg', 'oil', 'pepper', 'salt']","[salty, umami, fatty]",6824.255635187537,gourmet,main_course,low,"['spring', 'summer', 'autumn', 'winter']",egg
White Chocolate Banana Cake 4,42.0,"[red wine, white wine]","[fork, knife]",hot,"[vegetarian, pescatarian, peanut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[],"['butter', 'cream', 'egg', 'flour', 'leavening', 'salt', 'sugar', 'vanilla']","[sweet, salty, fatty]",9809.72490135,modern,dessert,medium,"['spring', 'summer', 'autumn', 'winter']",fruit
Coconut Cookies (Coquitos),14.0,"[red wine, herbal tea]","[fork, knife]",hot,"[vegetarian, pescatarian, dairy-free, gluten-free, wheat-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, no oil added, fodmap-free, kosher]","[high-fiber, low-sodium]","['egg', 'sugar']",[sweet],2036.97,gourmet,dessert,low,"['spring', 'summer', 'autumn', 'winter']",snack
Pipián,10.5,"[red wine, herbal tea]","[fork, knife]",hot,"[dairy-free, gluten-free, wheat-free, egg-free, tree-nut-free, soy-free, fish-free, shellfish-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, kosher]",[low-carb],"['cilantro', 'cinnamon', 'cumin', 'garlic', 'onion', 'pepper']","[sour, fatty]",947.3217499999998,gourmet,main_course,high,"['spring', 'summer', 'autumn', 'winter']",vegetable
Slow Cooker Pineapple Glazed Carrots,14.0,"[sparkling water, white wine]",[],warm,"[vegan, vegetarian, pescatarian, dairy-free, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, no oil added, kosher]",[low-fat],"['carrots', 'salt', 'sugar']","[sweet, salty]",1202.844050392986,sibarita,dessert,low,"['spring', 'summer', 'autumn', 'winter']",vegetable
Baked Honey Nut Snack Mix,35.0,"[red wine, white wine]",[],warm,"[kidney-friendly, vegetarian, pescatarian, egg-free, peanut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[low-sodium],"['butter', 'sugar']","[sweet, fatty]",2874.4725,modern,dessert,low,"['spring', 'summer', 'autumn', 'winter']",snack
Spinach White Bean Soup,28.0,"[red wine, herbal tea]",[spoon],hot,"[vegetarian, pescatarian, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, no oil added, sulfite-free, kosher]",[low-fat],"['cheese', 'garlic', 'onion', 'pepper', 'salt']",[salty],1277.8762568875002,regional,starter,medium,"['spring', 'summer', 'autumn', 'winter']",soup
Noni Afghani,28.0,"[red wine, white wine]","[fork, knife]",hot,"[sugar-conscious, low potassium, kidney-friendly, vegetarian, pescatarian, dairy-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[],"['egg', 'flour', 'salt', 'water']","[salty, fatty]",2465.7099875390627,fusion,starter,high,"['spring', 'summer', 'autumn', 'winter']",bread
Sour Cream Coffee Cake,35.0,"[red wine, white wine]","[fork, knife]",hot,"[low potassium, kidney-friendly, vegetarian, pescatarian, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[],"['butter', 'cinnamon', 'cream', 'egg', 'flour', 'leavening', 'salt', 'sugar', 'vanilla']","[sweet, fatty, salty]",3821.379749999039,classical,dessert,medium,"['spring', 'summer', 'autumn', 'winter']",cream
Gluten Free Tiramisu Cream Puffs,105.0,"[red wine, white wine]",[],warm,"[low potassium, kidney-friendly, keto-friendly, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free]","[balanced, low-sodium]","['egg', 'milk', 'sugar', 'vanilla']",[sweet],1339.537999998247,classic,dessert,high,"['spring', 'summer', 'autumn', 'winter']",cream
Eggnog Bread Pudding,14.0,"[red wine, white wine]","[fork, knife]",hot,"[vegetarian, pescatarian, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, kosher]",[],"['cinnamon', 'cream', 'egg', 'milk', 'sugar', 'vanilla']","[fatty, sweet]",2328.2915000000003,modern,dessert,high,"['spring', 'summer', 'autumn', 'winter']",bread
Cinnamon Rolls Using Frozen Bread Dough,14.0,"[red wine, white wine]","[fork, knife]",hot,"[low potassium, kidney-friendly, vegetarian, pescatarian, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[],"['butter', 'cinnamon', 'cream', 'milk', 'sugar', 'vanilla']","[sweet, fatty, salty]",2796.197584166716,sibarita,starter,medium,"['spring', 'summer', 'autumn', 'winter']",bread
5-Minute Raspberry Summer Salad,7.0,"[sparkling water, white wine]",[fork],cold,"[sugar-conscious, keto-friendly, vegan, vegetarian, pescatarian, paleo, mediterranean, dash, dairy-free, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, kosher, immuno-supportive]","[high-fiber, low-carb]","['lemon', 'oil', 'pepper', 'salt']",[sour],457.7720450000001,sibarita,starter,low,"['spring', 'summer', 'autumn', 'winter']",salad
Berry Blue Cheese Watercress Salad,7.0,"[red wine, herbal tea]",[fork],cold,"[vegetarian, pescatarian, mediterranean, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, fodmap-free, kosher, immuno-supportive]",[],"['oil', 'pepper', 'salt']",[salty],407.772721,regional,starter,low,"['spring', 'summer', 'autumn', 'winter']",salad
Almond Raisin Cookies,14.0,"[red wine, white wine]","[fork, knife]",hot,"[vegetarian, pescatarian, peanut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, kosher]",[low-sodium],"['butter', 'flour', 'sugar']","[sweet, fatty]",2512.950333333333,sibarita,dessert,low,"['spring', 'summer', 'autumn', 'winter']",snack
Greek Salad,14.0,"[red wine, herbal tea]",[fork],cold,"[gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, crustacean-free, celery-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, kosher]",[low-carb],['salt'],"[salty, sour, fatty]",1088.0413876375,sibarita,starter,low,"['spring', 'summer', 'autumn', 'winter']",salad
Chicken Florentine Lasagna,21.0,"[red wine, white wine]","[fork, knife]",hot,"[egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free]","[high-fiber, low-carb]","['cream', 'lemon', 'oil', 'pepper']","[salty, sour, umami]",5837.102946886372,sibarita,main_course,high,"['spring', 'summer', 'autumn', 'winter']",pasta
A Savory Italian Pancake,10.5,"[sparkling water, white wine]","[fork, knife]",hot,"[vegan, vegetarian, pescatarian, mediterranean, dash, dairy-free, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, kosher]","[balanced, high-fiber]","['oil', 'pepper', 'salt', 'water']","[salty, fatty]",1654.39027,modern,dessert,high,"['spring', 'summer', 'autumn', 'winter']",egg
Copycat Dunkin Donut Chocolate Pudding Donut Makes 8,14.0,"[red wine, white wine]","[fork, knife]",hot,"[vegetarian, pescatarian, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[low-sodium],"['butter', 'egg', 'salt', 'sugar', 'water']",[sweet],2025.47,sibarita,dessert,low,"['spring', 'summer', 'autumn', 'winter']",cream
Roasted Maple Glazed Sweet Potatoes,14.0,"[sparkling water, white wine]","[fork, knife]",hot,"[vegan, vegetarian, pescatarian, paleo, dairy-free, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, fodmap-free, kosher]",[],"['oil', 'salt', 'vanilla']",[sweet],633.536395504,fusion,main_course,high,"['spring', 'summer', 'autumn', 'winter']",vegetable
RWOP Finalist: Breakfast Empanadas with Chipotle Cream,56.0,"[red wine, white wine]",[],warm,"[sugar-conscious, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free]",[],"['cream', 'cumin', 'egg', 'garlic', 'pepper', 'salt']","[salty, sour, fatty]",4526.6582976325,modern,dessert,low,"['spring', 'summer', 'autumn', 'winter']",cream
Lamb Shanks with Tagliatelle,14.0,"[red wine, white wine]","[fork, knife]",hot,"[dairy-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free]",[],"['garlic', 'oil', 'pepper', 'salt', 'water']","[salty, umami, fatty]",5040.008550326251,classical,main_course,medium,"['spring', 'summer', 'autumn', 'winter']",meat
Pear Upside-Down Gingerbread,14.0,"[red wine, white wine]","[fork, knife]",hot,"[vegetarian, pescatarian, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[],"['butter', 'cinnamon', 'leavening', 'lemon', 'salt']",[sweet],1579.8042905105167,classic,dessert,high,"['spring', 'summer', 'autumn', 'winter']",fruit
Homemade Torrone,7.0,"[red wine, herbal tea]","[fork, knife]",hot,"[vegetarian, pescatarian, dairy-free, gluten-free, wheat-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, no oil added, kosher]",[high-fiber],"['honey', 'salt', 'vanilla']","[sweet, fatty]",2105.6652453500005,sibarita,dessert,high,"['spring', 'summer', 'autumn', 'winter']",cream
Chocolate Peanut Butter Crinkle Cookies.,63.0,"[red wine, white wine]",[],warm,"[kidney-friendly, vegetarian, pescatarian, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[low-sodium],"['butter', 'egg', 'flour', 'leavening', 'salt', 'sugar', 'vanilla']","[sweet, fatty, salty]",6835.8083333333325,regional,dessert,low,"['spring', 'summer', 'autumn', 'winter']",snack
Three Herbed Focaccia,14.0,"[sparkling water, white wine]","[fork, knife]",hot,"[sugar-conscious, vegan, vegetarian, pescatarian, mediterranean, dash, dairy-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, kosher]",[],"['garlic', 'oil', 'pepper', 'salt', 'water']","[fatty, salty]",3124.961312500423,fusion,starter,medium,"['spring', 'summer', 'autumn', 'winter']",bread
Spaghetti Aglio e Olio,14.0,"[red wine, white wine]","[fork, knife]",hot,"[sugar-conscious, vegetarian, pescatarian, mediterranean, egg-free, peanut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, kosher]",[balanced],"['cheese', 'garlic', 'parsley', 'salt']","[fatty, salty]",3069.9798177000994,sibarita,main_course,medium,"['spring', 'summer', 'autumn', 'winter']",pasta
Red Bean Popsicle,14.0,"[sparkling water, white wine]","[fork, knife]",hot,"[low potassium, kidney-friendly, vegan, vegetarian, pescatarian, dairy-free, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, no oil added, kosher]",[low-fat],"['sugar', 'water']",[sour],925.74275304645,regional,dessert,low,"['spring', 'summer', 'autumn', 'winter']",legume
Egg-Free Butter-Free Dark Chocolate Bundt Cake,14.0,"[red wine, white wine]","[fork, knife]",hot,"[vegetarian, pescatarian, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[high-fiber],"['cream', 'flour', 'leavening', 'oil', 'salt', 'sugar', 'vanilla', 'water']","[sweet, salty, fatty]",8335.320000032762,fusion,dessert,high,"['spring', 'summer', 'autumn', 'winter']",egg
Chana Aloo Masala (Chickpea and Potato Masala),14.0,"[red wine, herbal tea]","[fork, knife]",hot,"[vegetarian, pescatarian, mediterranean, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, kosher]",[high-fiber],"['cilantro', 'garlic', 'oil', 'salt']",[salty],2480.33651129375,sibarita,main_course,medium,"['spring', 'summer', 'autumn', 'winter']",legume
"Baked Zucchini Fries (Gluten Free, Vegan)",14.0,"[sparkling water, white wine]","[fork, knife]",hot,"[sugar-conscious, vegan, vegetarian, pescatarian, mediterranean, dash, dairy-free, gluten-free, wheat-free, egg-free, peanut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, no oil added, sulfite-free, kosher]",[low-carb],"['garlic', 'salt', 'water']",[fatty],780.8772500000001,classic,starter,high,"['spring', 'summer', 'autumn', 'winter']",vegetable
Christmas Monkey Bread,28.0,"[red wine, white wine]",[],warm,"[kidney-friendly, vegetarian, pescatarian, egg-free, peanut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[],"['butter', 'cinnamon', 'flour', 'milk', 'salt', 'sugar', 'water']","[sweet, salty, fatty]",4169.4255811948,modern,starter,medium,"['spring', 'summer', 'autumn', 'winter']",bread
Crock Pot Old Fashioned Meatloaf,28.0,"[red wine, white wine]","[fork, knife]",hot,"[dairy-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, kosher]",[low-carb],"['egg', 'pepper', 'salt']","[salty, umami, fatty]",3250.5437396000007,regional,main_course,high,"['spring', 'summer', 'autumn', 'winter']",meat
Peanut Butter Chocolate Chip Cookies,189.0,"[red wine, white wine]",[],warm,"[low potassium, kidney-friendly, vegetarian, pescatarian, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[low-sodium],"['butter', 'egg', 'flour', 'leavening', 'milk', 'salt', 'sugar', 'vanilla']","[sweet, salty, umami]",10304.945,fusion,dessert,low,"['spring', 'summer', 'autumn', 'winter']",snack
No-Bake Pumpkin Mascarpone Cheesecake,31.5,"[red wine, white wine]","[fork, knife]",hot,"[low potassium, kidney-friendly, vegetarian, pescatarian, egg-free, peanut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[low-carb],"['butter', 'cinnamon', 'sugar']","[sweet, fatty, salty]",4593.751536026758,classical,dessert,high,"['spring', 'summer', 'autumn', 'winter']",vegetable
Deconstructed Pesto Bagels,3.5,"[red wine, white wine]","[fork, knife]",hot,"[vegetarian, pescatarian, mediterranean, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, kosher]",[balanced],"['cream', 'garlic', 'lemon']",[sour],417.87000000000006,modern,main_course,high,"['spring', 'summer', 'autumn', 'winter']",vegetable
Zesty Manhattan Clam Chowder,28.0,"[red wine, white wine]","[fork, knife]",hot,"[egg-free, peanut-free, tree-nut-free, soy-free, pork-free, crustacean-free, mustard-free, sesame-free, lupine-free, alcohol-free]","[high-fiber, low-fat]","['carrots', 'celery', 'flour', 'pepper', 'water']","[salty, sour, umami]",2852.702810489437,gourmet,starter,medium,"['spring', 'summer', 'autumn', 'winter']",soup
Lemon Celebration Cake,42.0,"[red wine, white wine]","[fork, knife]",hot,"[low potassium, kidney-friendly, vegetarian, pescatarian, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[],"['butter', 'egg', 'flour', 'lemon', 'milk', 'salt', 'sugar']","[sweet, fatty, salty]",7969.340069300179,modern,dessert,low,"['spring', 'summer', 'autumn', 'winter']",fruit
Chicken Salad Sandwiches,17.5,"[red wine, white wine]",[],warm,"[peanut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free]",[low-carb],"['pepper', 'salt']","[fatty, salty]",3587.030219722223,gourmet,starter,medium,"['spring', 'summer', 'autumn', 'winter']",salad
Lemon Parmesan Roasted Broccoli,14.0,"[red wine, herbal tea]","[fork, knife]",hot,"[sugar-conscious, keto-friendly, vegetarian, pescatarian, mediterranean, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, fodmap-free, kosher]",[],"['cheese', 'lemon', 'oil', 'pepper', 'salt']",[sour],306.5211368242197,modern,main_course,medium,"['spring', 'summer', 'autumn', 'winter']",vegetable
Chocolate Oreo Cake,42.0,"[red wine, white wine]",[],warm,"[vegetarian, pescatarian, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[],"['cream', 'sugar', 'vanilla']","[sweet, salty, fatty]",9115.891393249996,gourmet,dessert,high,"['spring', 'summer', 'autumn', 'winter']",cream
Colcannon (Cabbage and Potatoes),21.0,"[red wine, herbal tea]",[spoon],hot,"[gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free]",[high-fiber],['butter'],"[sour, fatty, salty]",2922.403477,sibarita,starter,low,"['spring', 'summer', 'autumn', 'winter']",vegetable
Apple Cinnamon Cookies,49.0,"[red wine, white wine]",[],warm,"[low potassium, kidney-friendly, vegetarian, pescatarian, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[],"['butter', 'cinnamon', 'egg', 'leavening', 'salt', 'sugar', 'vanilla']","[sweet, fatty, salty]",4226.602000000001,modern,dessert,medium,"['spring', 'summer', 'autumn', 'winter']",fruit
Veggie Potstickers,14.0,"[red wine, white wine]","[fork, knife]",hot,"[sugar-conscious, vegetarian, pescatarian, dairy-free, peanut-free, tree-nut-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, lupine-free, mollusk-free, alcohol-free, kosher]",[balanced],"['carrots', 'garlic', 'oil', 'pepper', 'salt']",[salty],848.7966354178291,fusion,main_course,low,"['spring', 'summer', 'autumn', 'winter']",vegetable
ROMAINE SALAD WITH BACON AND HARD-BOILED EGGS,14.0,"[red wine, herbal tea]",[fork],cold,"[sugar-conscious, keto-friendly, paleo, dairy-free, gluten-free, wheat-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, immuno-supportive]",[low-carb],"['egg', 'oil', 'salt']","[salty, fatty]",1025.3953786254867,classic,starter,medium,"['spring', 'summer', 'autumn', 'winter']",salad
Warm Chocolate Peanut Butter Pudding Cake,42.0,"[red wine, white wine]","[fork, knife]",hot,"[kidney-friendly, vegetarian, pescatarian, egg-free, tree-nut-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[],"['butter', 'cream', 'flour', 'leavening', 'sugar', 'water']","[sweet, fatty, salty]",4079.16036507596,sibarita,dessert,medium,"['spring', 'summer', 'autumn', 'winter']",cream
Peanut Butter Snickers Mini Cheesecakes,42.0,"[red wine, white wine]","[fork, knife]",hot,"[kidney-friendly, vegetarian, pescatarian, tree-nut-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[],"['butter', 'cream', 'egg', 'salt', 'sugar', 'vanilla']","[sweet, fatty, salty]",4887.012647499999,sibarita,dessert,high,"['spring', 'summer', 'autumn', 'winter']",cream
Greek Mashed Cauliflower,14.0,"[red wine, herbal tea]","[fork, knife]",hot,"[keto-friendly, vegetarian, pescatarian, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, kosher]",[low-carb],['butter'],[sour],754.0174444444444,sibarita,main_course,medium,"['spring', 'summer', 'autumn', 'winter']",vegetable
Skillet Bow Tie Lasagna 4,14.0,"[red wine, white wine]","[fork, knife]",hot,"[egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, no oil added, sulfite-free, immuno-supportive]",[high-fiber],"['cheese', 'onion', 'salt', 'water']","[salty, umami, fatty]",2683.0692922250005,sibarita,main_course,high,"['spring', 'summer', 'autumn', 'winter']",pasta
Chocolate Chip Cinnamon Roll Monkey Bread,14.0,"[red wine, white wine]","[fork, knife]",hot,"[vegetarian, pescatarian, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[],"['butter', 'cinnamon', 'sugar']","[fatty, salty]",3433.12028455,modern,starter,medium,"['spring', 'summer', 'autumn', 'winter']",bread
Vegan Banana Walnut Chocolate Chip Bread,42.0,"[red wine, white wine]","[fork, knife]",hot,"[kidney-friendly, vegetarian, pescatarian, egg-free, peanut-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[],"['flour', 'leavening', 'oil', 'sugar']","[fatty, salty]",2570.622250016448,modern,starter,medium,"['spring', 'summer', 'autumn', 'winter']",bread
Loaded Spaghetti Squash,21.0,"[red wine, herbal tea]","[fork, knife]",hot,"[gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, no oil added, sulfite-free]",[],"['salt', 'water']","[salty, fatty]",1067.5358752443333,regional,main_course,high,"['spring', 'summer', 'autumn', 'winter']",vegetable
Blueberry Lemon Cupcakes,105.0,"[red wine, white wine]",[],warm,"[low potassium, kidney-friendly, vegetarian, pescatarian, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[low-sodium],"['butter', 'cream', 'egg', 'flour', 'leavening', 'lemon', 'salt', 'sugar', 'vanilla']","[sweet, salty, fatty]",7038.834147499589,fusion,dessert,low,"['spring', 'summer', 'autumn', 'winter']",fruit
